idnumber,City_ Location,day,Sex,Age,Time,Day_of_week,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Lanes_or_Medians,Road_allignment,Road_surface_type,Vehicle_movement,Label,results
hna8lw6u,Bengaluru,23-02-20,F,61,15:20:00,Wednesday,Elementary school,Owner,1-2yr,Stationwagen,Owner,2-5yrs,other,Tangent road with flat terrain,Asphalt roads,Turnover,0,0
nvs6wso3,California,24-02-20,M,49,18:23:00,Saturday,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
xstc0n8t,Bengaluru,25-02-20,F,43,18:23:00,Saturday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
y7amwfrt,Noida,26-02-20,M,39,5:24:00,Friday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,1-2yr,other,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
c4wy70hf,Mumbai,27-02-20,M,54,12:15:00,Saturday,Junior high school,Employee,5-10yr,Long lorry,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Earth roads,Going straight,1,1
lng7g1fu,Gurugram,28-02-20,M,43,22:15:00,Friday,Junior high school,Owner,Below 1yr,Stationwagen,Owner,Below 1yr,other,Steep grade downward with mountainous terrain,Asphalt roads,Reversing,1,1
ckxdf74s,Mumbai/Bengaluru,01-03-20,M,52,6:35:00,Friday,High school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
azxl3p9s,India/US,02-03-20,M,50,6:35:00,Friday,Junior high school,Employee,,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
w98pwltg,India,03-03-20,M,47,17:34:00,Thursday,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
5am4mpmw,Delhi,04-03-20,M,53,17:34:00,Thursday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Parked,1,1
ocg5siiy,Delhi,05-03-20,F,56,4:00:00,Friday,Junior high school,Employee,2-5yr,Automobile,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
kquixjt2,Hyderabad,06-03-20,M,39,4:00:00,Friday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
jhiap68j,Mumbai,07-03-20,M,42,4:00:00,Friday,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Unknown,1,1
wheblwm3,Gurgaon,08-03-20,F,43,4:00:00,Friday,,Owner,5-10yr,Pick up upto 10Q,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
yycoj0uk,New Delhi,09-03-20,M,50,15:50:00,Saturday,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
e2zvhd8v,Bengaluru,10-03-20,M,54,8:50:00,Friday,Junior high school,Owner,5-10yr,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Stopping,0,0
vkn60zzs,Bengaluru,11-03-20,M,39,0:25:00,Sunday,Illiterate,Employee,2-5yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
r4ht266w,Chennai,12-03-20,M,48,0:25:00,Sunday,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Overtaking,1,1
pnem74ij,Bengaluru,13-03-20,M,40,0:25:00,Sunday,Junior high school,Employee,Below 1yr,Bajaj,Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
ez2mdwhp,Bengaluru,14-03-20,M,55,0:10:00,Sunday,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,,Steep grade downward with mountainous terrain,Asphalt roads,Reversing,0,0
o99l5oh1,Delhi,15-03-20,M,41,0:10:00,Sunday,Elementary school,Employee,2-5yr,Lorry (41?100Q),Governmental,Unknown,Double carriageway (median),Tangent road with flat terrain,Earth roads,Going straight,1,1
2lrqubdl,Gurugram,16-03-20,M,56,15:20:00,Saturday,Elementary school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
9cx1gdze,Mumbai,17-03-20,M,38,15:20:00,Saturday,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,,Unknown,1,1
z58hjz3g,Chennai,18-03-20,M,49,15:20:00,Saturday,Junior high school,Employee,5-10yr,Automobile,Governmental,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
7e188tbq,Mumbai,19-03-20,M,44,16:30:00,Saturday,,Unknown,,,,,,Tangent road with mild grade and flat terrain,Asphalt roads,Moving Backward,1,1
icj8srdf,Gurugram,20-03-20,M,54,16:30:00,Saturday,Junior high school,Employee,Above 10yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,1,1
z637eh2z,Bengaluru,21-03-20,M,59,1:05:00,Friday,Junior high school,Employee,Above 10yr,Public (13?45 seats),Governmental,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
fqdv3ohv,Mumbai,22-03-20,M,49,1:05:00,Friday,Junior high school,Owner,Above 10yr,Public (12 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
tudwns0r,Mumbai,23-03-20,M,47,19:40:00,Monday,Junior high school,Employee,unknown,Other,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
5rdmnnsa,Mumbai,24-03-20,M,42,19:40:00,Monday,Junior high school,Employee,5-10yr,Automobile,Owner,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Unknown,0,0
ov3ikon5,Bengaluru,25-03-20,F,52,19:40:00,Monday,Junior high school,Employee,2-5yr,Automobile,Organization,1-2yr,,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
b13p3mca,Pune,26-03-20,M,46,19:08:00,Tuesday,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
hlsvu1cg,Hyderabad,27-03-20,M,50,19:08:00,Tuesday,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Gravel roads,Going straight,0,0
mgvrwwvg,Gurugram,28-03-20,M,48,17:50:00,Saturday,High school,Owner,5-10yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Turnover,0,0
un2hby1e,Mumbai,29-03-20,M,58,17:50:00,Saturday,Junior high school,Employee,Above 10yr,Other,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
xzsdflcg,Bengaluru,30-03-20,M,58,21:30:00,Sunday,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
elom30nx,Gurugram,31-03-20,M,29,21:30:00,Sunday,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3eeykk89,Bengaluru,01-04-20,M,40,14:49:00,Monday,High school,Owner,Above 10yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,1,1
i6e3g3te,Bengaluru,02-04-20,M,53,14:49:00,Monday,Elementary school,Employee,1-2yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Getting off,1,1
ub0r006v,Bengaluru,03-04-20,M,49,14:49:00,Monday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
m7zp4muo,Bengaluru,04-04-20,M,52,17:40:00,Sunday,,Unknown,,,,,,Tangent road with flat terrain,Asphalt roads,Getting off,0,0
jhjuoj79,Bengaluru,05-04-20,M,43,17:40:00,Sunday,Junior high school,Owner,5-10yr,Other,Owner,Unknown,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
1yhxnvoh,Chennai,06-04-20,M,54,21:55:00,Saturday,Above high school,Employee,5-10yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
hg2woj3m,Bengaluru,07-04-20,M,59,21:55:00,Saturday,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
ssen3q08,Ahemadabad,08-04-20,M,37,7:30:00,Tuesday,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
elijdbvm,Gurugram,09-04-20,F,46,7:30:00,Tuesday,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
jrz1yd72,Bengaluru,10-04-20,M,52,10:41:00,Wednesday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
r0zcq2bo,Mumbai,11-04-20,M,51,13:16:00,Wednesday,Junior high school,Employee,Below 1yr,Other,Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
34o3vzdd,Bengaluru,12-04-20,M,52,13:16:00,Wednesday,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Governmental,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
6xc98o4b,Gurugram,13-04-20,M,46,13:16:00,Wednesday,Junior high school,Employee,1-2yr,Stationwagen,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
a9xemz1w,Bengaluru,14-04-20,F,54,11:30:00,Thursday,Above high school,Employee,5-10yr,Other,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Other,Moving Backward,1,1
gc2tud3i,Bengaluru,15-04-20,M,58,11:30:00,Thursday,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
zux1f74d,Delhi,16-04-20,M,58,16:20:00,Friday,Elementary school,Owner,Below 1yr,Stationwagen,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
fluto9ik,Bengaluru,17-04-20,M,41,16:20:00,Friday,,Unknown,,Lorry (41?100Q),,,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
r0ueakuu,Mumbai,18-04-20,F,50,16:20:00,Friday,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
42zbu6hv,Gurugram,19-04-20,M,53,1:10:00,Friday,Junior high school,Unknown,,,Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3qdnnwvd,Gurugram,20-04-20,M,46,20:40:00,Monday,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,1,1
d1k3myo5,Pune,21-04-20,M,50,20:40:00,Monday,Junior high school,Owner,2-5yr,Automobile,Owner,2-5yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
5x6xw8l4,Mumbai,22-04-20,M,48,17:50:00,Wednesday,,Employee,unknown,Turbo,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Going straight,1,1
y40knklf,Gurugram,23-04-20,M,45,17:50:00,Wednesday,Junior high school,Employee,Above 10yr,,Owner,,Double carriageway (median),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
35b30x24,Bengaluru,24-04-20,F,41,17:50:00,Wednesday,Junior high school,Owner,2-5yr,Stationwagen,Owner,,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
q7duzz7a,Bengaluru,25-04-20,F,62,17:11:00,Wednesday,Junior high school,Employee,5-10yr,Automobile,Governmental,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
ruofur0a,Gurugram,26-04-20,M,49,21:03:00,Monday,Junior high school,Employee,2-5yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
9vdup3ov,Delhi,27-04-20,M,42,15:20:00,Monday,Junior high school,Employee,1-2yr,Automobile,Owner,,One way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
ui5q167v,Bengaluru,28-04-20,M,53,18:30:00,Monday,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
6bypgad5,Mumbai,29-04-20,F,57,8:15:00,Wednesday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
3se1wp8o,Rourkela,30-04-20,M,47,15:20:00,Tuesday,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
8l44fnq6,Gurugram,01-05-20,M,46,18:17:00,Friday,Above high school,Owner,5-10yr,Automobile,Owner,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Going straight,1,1
gx5mw6jo,Bengaluru,02-05-20,M,42,18:17:00,Friday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Other,Reversing,1,1
a3f4l6iu,Jaipur,03-05-20,F,31,19:31:00,Wednesday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
tna157ob,Gurugram,04-05-20,M,56,19:31:00,Wednesday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
igpd93oh,Gurugram,05-05-20,M,50,9:25:00,Friday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
k6g7u6b9,Bengaluru,06-05-20,M,35,9:25:00,Friday,Junior high school,Employee,1-2yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Unknown,0,0
iptisi1m,Mumbai,07-05-20,M,35,14:10:00,Wednesday,Junior high school,Owner,2-5yr,Automobile,Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads with some distress,Going straight,0,0
bosursqx,Bengaluru,08-05-20,M,28,14:10:00,Wednesday,High school,Owner,2-5yr,Automobile,Owner,Above 10yr,other,Tangent road with flat terrain,,Going straight,1,1
atj3fad6,Mumbai,09-05-20,M,54,14:00:00,Friday,,Employee,,Public (13?45 seats),Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
2cp9fym9,Bengaluru,10-05-20,M,48,14:00:00,Friday,Junior high school,Owner,1-2yr,Automobile,Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
b4vg33ap,Gurugram,11-05-20,F,50,22:05:00,Tuesday,Junior high school,Unknown,Below 1yr,Public (13?45 seats),Owner,1-2yr,other,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
xctglbtc,Bengaluru,12-05-20,M,56,22:05:00,Tuesday,High school,Employee,1-2yr,Public (13?45 seats),Owner,1-2yr,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
seev8ggt,Bengaluru,13-05-20,F,56,7:00:00,Thursday,Above high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Earth roads,Unknown,0,0
xkrbh9sn,Pune,14-05-20,M,47,7:00:00,Thursday,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
gz46hzbi,Mumbai,15-05-20,F,30,7:35:00,Thursday,High school,Employee,1-2yr,Automobile,Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
8su58m68,Bengaluru,16-05-20,M,39,7:35:00,Thursday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Turnover,1,1
se7l2mki,Bengaluru,17-05-20,M,54,8:43:00,Wednesday,Above high school,Other,2-5yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
8syjr6k8,Bengaluru,18-05-20,M,55,8:43:00,Wednesday,High school,Employee,Above 10yr,Pick up upto 10Q,Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,0,0
oj05bstn,Bengaluru,19-05-20,M,29,16:05:00,Tuesday,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,1,1
nf1aucay,Hyderabad,20-05-20,M,46,22:05:00,Friday,High school,Employee,1-2yr,Motorcycle,Governmental,Below 1yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
57j77hha,Gurugram,21-05-20,F,51,22:05:00,Friday,High school,Employee,5-10yr,Pick up upto 10Q,Owner,,other,Steep grade downward with mountainous terrain,Asphalt roads,Moving Backward,0,0
2jccfcun,Bengaluru,22-05-20,F,48,22:05:00,Friday,High school,Employee,2-5yr,Lorry (11?40Q),Owner,,other,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
tzq4i5xr,Chennai,23-05-20,M,33,22:05:00,Friday,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
4ylv92td,Hyderabad,24-05-20,M,55,3:40:00,Saturday,Above high school,Employee,Above 10yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
h560t8z4,Gurugram,25-05-20,M,50,9:25:00,Tuesday,Above high school,Employee,2-5yr,Automobile,Owner,,Two-way (divided with broken lines road marking),Escarpments,Gravel roads,Going straight,0,0
eug50ls4,Bengaluru,26-05-20,M,53,9:25:00,Tuesday,Elementary school,Employee,5-10yr,Other,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
fzz8g3rq,Srinagar,27-05-20,M,38,9:25:00,Tuesday,Elementary school,Employee,1-2yr,Other,Owner,2-5yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
5i8q2rdf,Nagpur,28-05-20,M,41,9:25:00,Tuesday,Junior high school,Employee,,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
c64yicib,Mumbai,29-05-20,F,37,9:25:00,Tuesday,,,,Taxi,Owner,,Undivided Two way,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
v8vpuyum,Bhubneswar,30-05-20,M,37,9:25:00,Tuesday,Elementary school,Employee,5-10yr,Other,Owner,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
